,views,depth,full_reads_percent
6273f7009a7947233556d310MaUWXeXtSk6fnmVlyIDA3A,26005.824266825875,1.0497244417043543,29.65685337989821
623fe1149a794770821f4eaefI8XS2MXRyaNdNuJJW9VjA,152546.62526758085,1.134301024413765,31.43613647689228
6281efae9a7947e34439115eVnTuAVljQ7SgKfOfKu57jQ,6642.731268773448,1.0654506819345384,21.326982121068824
627ebb289a79472e34d01ad38y6hKoMJS_aNkvNKR0-gvQ,8908.508281147286,1.0450004732672047,30.717751747125785
625063979a79475de1f2072eTFz94N9QSYykYjDrMSdb7A,22974.540149131783,1.097695668888345,24.10286462223968
6242cf239a7947543933376668sKFyOSTDi9g_65WIh5iw,244402.44240091348,1.1310006273229722,35.96284102663528
61faf6249a7947274188db22GZZD1toCRFaHFkr3HdMKWg,16308.194405777602,1.1765900131344043,34.07738559865841
6268e7489a79475c88d44ceaMPuwsLe1QT2F7YDXc66p4w,9300.838703606365,1.041433508201581,28.870111174364133
6267abd89a7947ee8a9d53e16BBdcn0xRdCra7S60-tMHQ,9967.58128044911,1.0537652566359668,30.422920759103537
624482489a79477d4f12aab6NvqeFzbPRfimwSLlGfHvuA,119063.79527445784,1.1315204651468895,36.79611160392245
61ff71df9a79470d13893f343PXO3SCcSy2Zav_6ejoYsQ,9072.92903334196,1.1906794984796292,44.120421338595236
6261c55c9a7947bf215d147a5Lcy3mDcSV2Bffoiv6tvEQ,3135.1196437332255,1.0523322754203395,42.56675560492862
61f898359a79473e96d0784cy0A9bEXUQ722-0fIdbb7qQ,14837.816268944443,1.1724062599705114,39.74132287579569
6258037e9a7947a9e8a99498S1y9xzR8TJWIMfMonDbQEQ,6672.750079674104,1.0726074877961078,38.67546311205592
625117b89a7947867f461f09mbd7f55-TMi1CcYjcDqsog,17058.195630343962,1.0491739618370262,28.0723239787717
620af8d89a7947404fb52b9fROpN7eLZTxyReljAlE66RQ,15507.395396644693,1.1718356894105413,40.432947301944516
61fa6aea9a7947f0a9aaf4f0laPyaRVTTXem7ijDgA1yOQ,28414.806588549814,1.1553642683890786,34.682096443486884
6209a89f9a794740a12850c5H4RHG7dZTL2wSdv3XyyzNA,16247.552781757953,1.1429159047943325,38.642419175898986
620a46219a794781dc291a08AZGwVNwbQ8yIgsPKpyEhiA,20231.59419259049,1.160159385179577,39.3742333635007
6260feeb9a79476a79ce041es4TzJh4_TzW8ppT-OTxjkg,9459.586888216661,1.072387522866543,36.698754671737355
620ce7ab9a794702595dc862-5Cx53EvQDWntflGw9_jEQ,13041.756361948024,1.1578163308457528,41.41227452021363
6265bbef9a794740ac14627dFCuGAeo3RMqC5ZXD_WsDtg,4368.707832737135,1.048789867607603,39.43531524764577
627ff0d39a7947729e9dfa90RPAwzb0eSzC-Dcq2ZocUfA,728.6420699984483,1.0439494867371752,26.78441022340993
625db0299a7947d767282409xdaiS-EsSdOcJ5H8rgpO5g,25126.339643127023,1.0568925557678732,31.948236599878882
6282433e9a79470b9c70a35cGBn3ze4UTsyvC35EfQs6VA,5422.385793782552,1.0617462226618055,35.61976853404385
61fc8bea9a79472d0879337bsOYQIXzMQtGy1XCKl6xsHw,11643.839043210231,1.150571771489716,32.55491089396581
62033fe69a7947be30a670aaeFUrrXexSh-xrR_1oGc6-w,12801.765093057402,1.137699927252151,18.895253218068376
6203b0069a7947f3eede1eb2qy1XDNoUQ3GBeAionL5UTQ,96842.15791518087,1.1346736198864777,29.118974545606882
624c3fd09a79476502f307e2exWaNqt-QmKcchXKQ-8KNw,9936.89231946725,1.153267304996119,33.87547195918471
623b5bcc9a79477293c33b56Rbe7Ti8uQlyni2v1TTPTaA,108541.28050516326,1.118900559926822,25.004365368280922
620104a99a7947846c646260vGhSVhpFT1iy6VZ0oq-oew,16186.179186685356,1.1549915696988917,25.03262134089121
624ffda39a794729f99bad79ZIebQLUATRWSnc37OMbrRQ,8253.262057937063,1.106016794450638,35.74149956241015
6277b3ff9a7947214f2f4893-tYxWzW4Qbmn-jwILfFFjA,3696.312721831935,1.0645282675770122,33.192706314984655
624fd3a89a794716d372544f5CUAzs10TwWOwdg3dnyrFA,14952.052921311339,1.1072697633703228,30.421280086194308
6262672c9a7947edb8be11e9AoBTZKPtRCy9Mu7fNFw_gA,1067.0627967728979,1.0675372670169585,49.60365634463328
6268bb739a79474eb1121e2eeAd9_fJrTnKh_MdcLYPqAw,24291.067910293717,1.051630415794871,31.630882217724768
6265f69e9a79474dc2dcb6eajq2srWZJTEeJvA4sAJhTdA,31694.252692425373,1.0509917984409602,33.94391350586663
6266f5389a7947b2e3ce1ba6qNyzvIL0Rl2zal9wzUl16A,6108.98954065971,1.0588954739236334,35.58236157674547
624ff0e19a79472411f31b43OlIGX3f9RN-Uop357_p98g,8489.22386237554,1.1273285315712158,44.74706823432647
623faeaa9a7947653470b1a0fI8XS2MXRyaNdNuJJW9VjA,119024.32051312223,1.1124417671126514,29.67706256888435
624f1fcb9a7947e9d888bc2eGoMLdRUjQ2OQKJOJeEP9RQ,37537.359992910744,1.1380014679274726,33.458494033685795
62850ce99a794782249dc1c7mCXdNIBcStCRGWinWoOqvA,25522.417381866195,1.063494300608898,32.42302876567371
625568df9a794741e114a762p0gt5C5WSQqX18Fb8yuQEA,20411.37735036193,1.0869082039727869,29.523041259355004
6249c58b9a794790fbfb3a72BiOLFRtLQW6sTZ_aYcGd1A,14687.5313973898,1.1555058501668056,38.487207631804026
627e43e79a7947863d9a3d28f3ucRD7ITtefUxsYp7qHKQ,6658.641882015127,1.0708928312116346,40.85168412374778
61fd57569a79478a98c7a954jxbeRzGsQm6f9UdSVdCCmg,7035.409507935554,1.1353222566054404,34.58114756254892
628252089a79471407fd4d16rmFwVXrNQV6UEhFesereGQ,2539.0532254699574,1.0775701771660096,46.66718291623344
62483ba99a79473538e719003jWeun5QR7K9Hf5y6sYL_A,22578.84416383787,1.1736022519738938,42.45306486011399
626633779a79475c0264eb97GicKTSv4TfGgkznN_G7t5w,687.1267480366296,1.0628349782860287,42.19887267895266
62920ccb9a7947093f7ce616XlBcJK-MRCiOI3hfxZdXdA,16944.665932687698,1.0533298894884704,31.162309949648233
6282a5429a7947336f8d64b8nnRk0rTkR16wROQJXr400A,3386.914936600937,1.0572375648888552,35.99769691597868
61fa3cd39a7947d756cdca0cemHDBURNSW6B7dsxlC7yLA,17891.250225999363,1.166280122421952,37.04864915004567
625ecc7e9a79473b4f8aae9c4FuODp-kS0aDzavwnWjyNA,3427.490691754352,1.0637017077611495,32.40608972077841
6255c0729a79476baad93bc2UFPFZw03Ry-nMO_5XCjkcA,56763.14050256884,1.0736079021186973,33.87109122579499
62919afd9a794774d24be856OSGBeNzCSPW_GmbG6-irTw,1374.1052082844872,1.0524662948256118,41.307612296398474
623b303f9a794761344bc2a4RHWeYizkRa-wvE9e-wm44w,26821.686624015652,1.1364303629568329,34.11780518736757
62861c019a7947d5857eb3e20nWLHpTJSLCbo8ROSKLc9g,4362.563197435131,1.059858081351397,39.25090553790916
627ab92e9a794751851fdf3eBfWBRacaQCOaQ1S_LWwXMQ,6659.900802727545,1.0699787803471097,33.87251441667989
6270b77a9a79479ad6dedbd1tu-AquxyRMO2GORTYaN6_A,1370.4719535808836,1.0613563521528238,41.523985237417584
628e66749a7947654775ae3exr83ycafQzWgDeMX52VPfw,32556.08512975122,1.0552227809026982,26.045599311348937
6246b4b79a794743ce9efdc9Ix6iqt0VQa-LYukRCxK6oQ,28103.76913427539,1.1779412951326445,40.83256912019475
628fa9b49a7947dbd44f440bHqCvEqPQSC-5NBbX7p_etA,16934.521017849496,1.0571843847652365,32.404733740359674
61f95e8d9a7947970d73a5c4uZqPcS5NT5-YlnOXRJL-Ew,17842.950531981816,1.1525715634074183,36.57078459841118
61fc32499a7947191f1d6af0ZAgOWRlASWKbo7ONGv-QAw,11924.816413779296,1.1569621598994697,38.287386020703934
62933cc39a79474b94a34ea9rbu9MdiVRWi9g5n92kNGpA,3304.8454016826363,1.0531652909241267,43.14651336827375
628b49009a7947bf170e8190pWFEWX6zR_yC1OkesuMlnA,10134.073665649277,1.054216385725382,39.3884571465312
61fc6f9f9a7947256d8a90e7gZXyjv6UQiG2NsAYfODHiw,28164.286498181726,1.1387022165228575,33.18753395032934
6257a04e9a79477e079ed071QIES5rIgS3G0hCPDoqVzDw,8653.24871759785,1.0634675502446707,31.543470350681638
623e38cc9a794712a0892f2dAIcdWGmRRNqJ_RYeYfeTig,96961.57870025479,1.1542186505178798,38.49906620667688
620280679a79478b1ac68257hLI2jEQ2TdqUSep4_YVBYw,5650.818693274436,1.1394758890223153,36.25028286739957
625401d99a7947bbde7cebb5Zt-SUqtxTZWwjJDS1cRSUw,38939.14075558171,1.0546057925206607,21.259824018063043
6201cedf9a794740603d6b73ZzYEG3hWTMydOR6R-klEwg,11391.780295090917,1.1652147688927739,41.74223675619972
620fd7409a7947aaa25d8377KwRX8wrgS9K8Amielf7Guw,128743.8296328401,1.1453854335264775,35.975772479709505
626e38b99a7947124a7e8c3aqIN_x8M9Rt-8Y60sffT0Bg,4124.0365724380645,1.0636293721302341,30.30957906099839
623324609a794755e58a6f54UXmfblMDT5y14P2ww7YhEQ,54614.46308602753,1.1199283560673003,23.005109862520463
620742d19a7947acb4dbf54afk1WrzpMQa-GHKnWBDjECQ,9257.739273102594,1.18246177171282,44.79758753680302
628c559a9a794719bb2ce62cofOKsXyGSx-bRQBt2dIETA,7733.487868325938,1.0700175319419654,30.32903785485763
627f594f9a794750d077ac9cWlh01JNEQ5eLIeO6G7EPNg,4754.582525403821,1.0740356066805388,38.38474258048998
626acaf89a79479c932ab6cdR2IxLWUPRmO2kQBr8-HJ8w,8746.207071194309,1.0565781799406833,33.012158667397465
6267e33e9a79470add2c62e3WnuGspxnRk2IWL_TYyu3ow,13055.49990035397,1.051954128343033,27.38094789407236
625710e59a79475dda974be3LIC8WVXkTiWtf9Wvb4M1xA,5713.916038481035,1.0453992347611936,37.56074312435013
626978ac9a7947239945d3d99Ll9q3RySXCmt50-9PJ2jw,14131.51341033962,1.0400097200561265,25.847532112517797
620a155f9a794766b4ddc918fUszibetR6qECabLytyMqw,60961.09536175468,1.1153298336629978,27.00360800581326
623983b99a7947b9f128c85dpjpi_7HfRw2aJn1tbHRTPQ,126345.92287714199,1.191313398805784,34.05706665009636
62601cf19a79472a72866c68bIF7iXeTT-qgpsUkq5Qjww,11086.918803840013,1.0508616745624046,31.105784074323044
6282535c9a794713ac5b996eWjW7BbFvQVuM0gEJOJ44UQ,14104.114887259675,1.0551763678630255,28.505197226656428
625a9b3d9a794785eff10716lUOBSjkXTYaOOzDnCcDtDA,28568.292009229506,1.0479478641474964,34.532784110426945
62541f409a7947ca585aa5abo0K-2UbuRHSCURTm1o10hw,13944.287240080619,1.0597310591958762,18.848585832112587
6256df119a79474a19bea8b791_wyExyQxmR3FV7HnbwrA,24030.103630203943,1.0651302108442258,20.097960183815736
62603f3b9a794737581f6c6e1PrjGkXHQKKtSRe_fYbUcg,4608.421777821539,1.048547731996536,33.37103034580825
620270cb9a794783b02d6000FcJyHDRbSHylVDOv55Aukg,136840.41663580976,1.1358238868148371,33.53815042035789
626ba98a9a7947dded22a0e2r6CqHMbZTga2hl5utKMX9g,5810.36142485348,1.0519985160180754,30.117255247768654
626453bb9a794779d32c4b7cNJ7o7x_7RwuVz4qEw7jRLA,3407.405981067288,1.0728162348659893,45.34972619272881
61f9e38b9a7947bda828a9daBGqE5tfuTxeanLvshi8hGw,20809.670103755343,1.1479288546538304,33.69432683186689
620a54af9a7947054cbbea6aVi5JyL2nTyK2rpQAfICjKg,7593.383414665346,1.1562508483083482,42.36414196539229
62382ce99a794742a6dfe668HyG3_PV-REaD7Mbuc_qZig,105015.62932352509,1.1442191319363153,36.52244479634097
627415cf9a79472d4bdca3fa8VZNOqP7Q6GjxQwpF4EmJQ,299.3129678571968,1.0546462823827778,29.76949843477225
624770469a794709ab41a2edZADsrTW9QjqQhed1-QSdhg,67282.26430273334,1.1484481117272538,38.61844414642328
620608d29a79473c8cc3dcb4TOkHE8peS4mnQfhVY6uETQ,20755.903940925316,1.1529793708500073,31.086394186205276
624d74419a794745f5095c9785o_o-7ER_2pYp2aQOhY1Q,15021.404081615592,1.1155469548932582,16.607260367102686
6273ea389a79471e1192738eGyl27lB0QFW6cUuwiuQ8xA,1245.4816023837811,1.0556080249769468,26.7146588914335
6253e9289a7947ad471500a7ZwR05eF3TgOZR8CwC8QF6A,306.1256430386784,1.0585600982790344,30.375821865928334
627a67f59a79473c76334a58d-ty3mZYTcWtpTnNEiS-_Q,14448.360276307962,1.0480563801849552,28.074872267805794
62543d319a7947e0d0bbf9feRvqVpFyESUqVOjAHYpx4qA,173.7802596211768,1.0543723622025416,30.295395438817053
61fd48c49a7947853ac89992Eg6t0d9IT-Oh0gOQJsnwpA,14961.535950872689,1.1580875888309616,34.9074942492405
624d661b9a79473f7416fe26IOrn2VSSTFq1lnfWNWSjmg,144201.6650483178,1.1473247427239062,29.47476583189446
62921afd9a79470c52363ddbycovRONJRxOwxXQp9kZ_JQ,18981.932943259286,1.0551656124467126,29.082357860473966
625e16fd9a7947eb04eb3afaahBNANYJQ4q71l_5bfc4hg,654.9662776989026,1.063529043631269,46.939453635996585
6281df209a7947dc977962a8w2oYQcAYSpKKPZIVuxNv3A,18617.417663071075,1.063137276650894,27.320690829160963
6250aebd9a79477179d3fc0abTicp8FURqqf_sUIPQNc8Q,31980.69333822926,1.103135461324875,24.023396453158277
620593879a79471f11cbc442zzIt_lvVSxGHH4PFivaj0A,8738.687595381092,1.1526181350381302,41.53056638614299
6267b2ea9a7947f1272fe182ZHr1365cRwesE1BO1cTSTw,37109.14682534506,1.0463372614068898,31.16738430433749
623d5ff99a79473d710327cf87E2PoRDQpSINmkoNNyC_g,52346.84704690153,1.123902746126373,34.94274339257278
628fc55f9a7947e3ecee16855K5GmbcURfmjEHNyG9jUPA,2881.398346598384,1.0632729993540126,34.30778944159669
6209b5ba9a7947446de26576wIqzK06xS62_85SZ-_jM5A,7116.971868786783,1.1560075059079225,37.53567801402113
6257e9a59a79479c163ae439VXmiNqENQAejKPy2TBgkYQ,11722.112130014117,1.053510184613899,31.397789288974394
623edde79a7947375a65bc5cljg2IrgTQ0qGVJxkVx9gfg,54552.26398530163,1.1375998772557696,35.938729364041436
6246f61a9a794763e7611666nUKwsp6MSq2ZVmWEqHeUbw,18545.064869296384,1.1458523924623512,28.732106254242964
61fab3b59a794716ef6cd9b87N5JbHqCT1iUVVT_CTv-eg,12751.576470526517,1.1641831056241934,36.244483183376204
62726fb79a7947174f2c6396ndruDIIMREGrctxMQLO6qQ,8173.9255409274265,1.0686328680124004,30.187433848303144
625517799a79471e76fdf7a69Bb90QB4Qh2v7mN1rWUfzA,36538.53115972136,1.0578860639803056,26.908073820632122
628b94369a7947e52a75ddd2imqTssc8RWmuYlbRgEv_6A,2530.1096913493348,1.0619169698456725,30.76132379995141
62464bff9a79471d3a9091bdyBaFkEL3R7ibKMevxBfWBQ,42922.46561378428,1.1496591349877228,29.568773539877853
609d11a69a79477cef513697JmK_JOsmSnWmjiQfqquJfw,12284.952599939003,1.0778045535507397,26.26700457709182
624bd4a09a794734a02abe635sHoC5DQRYyOR92V_ypG3A,45229.338974860766,1.1585828032276813,24.0463429380792
6246ee699a79475f62e29586lkzBzA2GQOekTIrCqMlmQg,30476.237125921034,1.14942039510652,31.355905891640113
627fa0009a7947615d3ee079HdMF3sQ7Q0K8NG0AEPf7Vg,18558.134171310332,1.0546480050123501,27.074609202284996
626384d69a794748ab83346am_e3JQPGSpug0qF0PvlAcw,5446.261897375363,1.048996719209143,25.12387659920457
625eb2999a79472f980ec8f5K5sOFaWERdOYSmNLE6kVmQ,14465.70873781067,1.0606290998479062,26.609000345705905
6260cb039a7947590cfed3f3HVQLtTOFQg23_Zc9Taqn7Q,9434.996388516593,1.068400295556895,40.40490754945706
624449f39a7947601793fbd43LqF1CAmQ8CThiHpaJRLyg,26933.01373798463,1.1289931192833003,36.677354979605475
624467e59a794770ffc56779zqrrfYgQROiOD6fgVNvw3Q,85706.90459919033,1.1393526365540305,30.029036704473604
62378e5f9a794717cec1099bqkPlGr-qQwO9LmBRDDi76g,4758.611911247161,1.1770327657822823,43.56475792112073
624680c19a79472b07d3beb80kvS1w9qTiu8KYcGTOMywg,99865.55164280221,1.163771288880424,30.437094590513528
61fca99f9a7947323cee8abfQHSiixUSQfGHUgGo1MbBVg,66617.73879467843,1.1462283757614615,24.96433428665781
61fac9dc9a79471d479d3b9apI0_tiTMRU6MTLC67M3ykg,13954.356119138327,1.1639257154037512,35.589006269523146
6249c3739a7947925657d45e1YzCEfy8QvSfSLP47PspXw,136585.83451823235,1.1468017626493843,29.030573795281477
6274d1499a79475ff0070a58Rz8BSmP8R5aP2QRjQeYfYA,17431.853688800664,1.0624586240357412,29.222451932785244
62561e609a79478153ae30185kj_AZ4iSDq33bBeyryGLA,57.99964629000897,1.0552150414969175,46.213454144777856
61fd5cfb9a79478ce58a5deaWHgu0dA5QEyERZhnz4RZqg,72919.82258666895,1.1528038963187948,30.496225872289934
61fbb2609a794765c9ba9191MfrZsSBERcGgYNo7D6cItg,17638.17956143927,1.1463467173738853,29.442538220463703
624ea4cf9a7947a631c328baWxNQ1fCHSy-Pb8dCaoDCQA,35096.283399218126,1.1651615023281843,26.21174511044199
6244c29b9a79478f9a339bca0RwqdNMOSfeAefxAr_8Wwg,32829.349170233225,1.1322856922092666,31.29883889397891
620263a09a79477abdf73d2blf_K9sZzQdaZf3FZxFfnYQ,19348.87606848686,1.1668034956876145,41.96275672493198
62895c859a794748fb81edeb7-q4a66gTiOEBZCgGyYLww,254.27702441507427,1.0559746915860455,31.66992373359549
628cd9839a7947555da62ab6nGLl-ynSR0mwfS3PdLEbCQ,3671.450833388044,1.061734387467188,37.3099617423224
62023cfc9a794767710363001czAU5n5QTqze8sze8-39w,71950.07329078561,1.1296520393810905,30.303416368296872
61f873769a79472c64f0b26dFcOHgy-0Q0qSH96tt5qqpw,6471.8272679455185,1.1372559169861693,42.637451492512554
620a042a9a79475e8d61ea64n1uePA2FRf-6KZ1gov5k1g,19270.52366819713,1.1678680781977224,35.791406922964434
6203a87e9a7947ef0226f481SwaKVAdYSHiXAT2_djlKFg,13533.031064796909,1.138675009819352,27.330505933522986
628835629a79470c55045324d6dCnDdWRVqUuQvxhktt_w,5266.940565752502,1.0643397572338757,35.47829364466654
6204d7a79a7947551d4c31202kxwfIEhSouz7KvHumYMwA,9957.509910132088,1.1595074014043671,38.037999157703965
627ef6419a7947316b35e3abZiGC6FoJSeCGwH_-qE0Y1w,2278.329116609926,1.0627318370777739,32.25334498381421
6256ef3a9a7947508911fa88Mv9CmwYaSdmKYWpSXvMD1g,3843.3069127546587,1.0685910001565082,32.15975967117298
625a884a9a7947806352a0e2hLmRO0r-RQ2O_R7dYhFPEw,2359.377493609416,1.0609392935328767,36.68603735542904
6256a3859a79472db87aecce8qi7X_ZxSxiG_tSdb0mVqg,137650.1637329486,1.056376879494815,19.68688504357594
6209f58d9a79475653c0f910rRfXCrPgSPqDFR17lFUmkg,14962.451989687443,1.1467606361997718,35.556292615941885
61ffc1d19a794721f361d83c4FUpFMtrRMCKDNRPvB4KGA,44890.429278911055,1.302707587348919,52.99088316179473
62875b0c9a794745373bb596fB7DCWaQRC-rvGv2OFQL1Q,6498.389871407675,1.0692668808313843,27.04787363979448
62543f679a7947e285c71eb0JxXQbabUQD6f5C6XrKy-sA,51239.61778304638,1.056335510937199,18.904665527566237
61fb68439a794742415ee23cIlLO8Ji5SgCzPBp1bkdqaA,17704.223661220178,1.1492274702654333,26.90973411394251
62697cc49a79472497f950c3WxOkftIpRh-9pmxQ-lTtEg,5278.255239683218,1.0678008610256955,44.83781072948543
6284a3179a79474fbc06511dUS8_ETYrQv-9teOt6ZeoVA,1314.0803560805034,1.0637705796922683,40.52606859095505
625c455e9a79476223b1225bDftVX3_FSrC-Ra16zvfIJw,17194.46784749641,1.058650434490505,34.31077416647151
624c2c819a79475afae75086exWaNqt-QmKcchXKQ-8KNw,50456.85772758398,1.14391194211085,35.6788246406051
625e53079a7947fe5c281f49WbKDLbR-RQCrczgwsljouA,7491.479003457545,1.0724475061666598,44.10120664354201
6208ecec9a79471716d77c173sQx0QxZSTeMSXl3d5iFew,14977.88890542831,1.1575563540073857,40.92342337634213
6241dfdf9a79470e92ec56b9iHVtY9lbTU-GLGGnJqxtFQ,324703.9225182312,1.1261848552513118,21.030262233876822
6267dd639a79470480de91b0y0tj_DWZTuq_nyI8VwSG2Q,6052.8633575256135,1.0489366378341065,23.945115205843493
6255d8ee9a794773312488feOCuGG0ncRZion7Xa6R4jhg,1115.6357714064543,1.0653213289553773,41.86748493616563
62754e259a794798a5c09bb4VY2W-4dhRzKDVzxczsHP9A,31888.2302488649,1.0658525399774508,18.78296141232499
620ad2869a794737d476ed56UQMiA_QGQNWAmdUUughheg,14442.083376469931,1.1629406506724314,41.28663384650846
627cdf259a794701f2ef3e98dYYtCDh4SjWIQEVTIip2AQ,2177.604665295232,1.0525694610210314,25.43812981422044
6256755d9a79471559b07dda3vQFC_XCRLi5Xff-7NlSXw,3556.249899029419,1.0686134870280095,44.293918416990834
6240865c9a7947965fdd686eVRpXVaevTFuVxqrJE9PkIw,61751.35991603177,1.1473854819130296,35.81832313757579
620b67a59a79475fcb2aa73c2p1qR24ZTmmftHYloHIJAA,56182.362774774854,1.2875624160257848,52.97977254500027
61fa3ce79a7947d6cb0f7bbdYP8GU4tgRB2J38YiaZ122g,39310.65543069078,1.1501010520702524,23.819292950270423
6267f6b49a7947159cb58de1I-_bYXhqQ3iVMWXvoSj5kg,3352.509185588584,1.0648170503301684,38.672325828242386
62907fd09a7947151ab572edWcjRO9cFTA624uRk5iG5jg,7536.156709760482,1.0614470688860977,24.433798506915494
628829f19a7947074c805f2aAJ-sDkDxTiW3CsS9vENTkw,32.712546121158084,1.0545945945510968,36.040906841440965
626a025a9a7947431447d8d7hjT6kIDqS4iShD7bOlp1hw,2830.855559855241,1.0391102472299052,41.54072501352401
628380e69a794777cc60d6bfNNeDJQ7RTwWSGfKg0wl1lw,33662.608997092306,1.0546848144626022,18.63700544930979
628c98fe9a79473359976b7aFwkbbrZyR12udnMnOfu8nw,5496.8580591565515,1.0830614102928702,44.311362973127686
61fec0e29a7947e7800a8bffHoj4X3jcTuKyzJP14NF7cg,7670.4695883968525,1.1543073864838564,41.484772659256905
61ff62689a79470860259dfboltv7HVhTieNBdGC4qfxnw,12858.62997094631,1.1395893135703343,29.783514267818596
623d9e319a79475d770b46c6TY3-vELBTSeqPjKvlW61rg,166395.1572420663,1.1271140232988461,25.00460157834574
620a6e759a794713131a9073rIFnkPjjROykwFf6ko8i9Q,13778.498030411512,1.1348621259292573,35.61391021376078
6246eb579a79475ee064abc0aRHnbxeHRjCX2LOVxeerug,22766.647580405723,1.173236329210286,39.331246914027794
627297069a79472b862c0131oRR_k3O6Qq62pj_ObyQBCg,3338.074949223894,1.067956755257979,35.41009935025967
61fa4f1c9a7947df18f28c26PbWYS59LQMSCP_QI31xtsw,21580.599279960457,1.1499458396215136,18.332327388030688
628f2a549a794797b45d3a19yNmiFnPyQFa9aXN-U41jew,11393.257834856911,1.0607213808104945,26.933035044252044
628c18079a79470e481c4d03hHAhc8c9S3y3PBbd9TPtlA,6301.067010134768,1.0536361002706605,33.74313189551
627b5bee9a7947753b3b7315l6nbm7NwTDuLBGpikUAngA,3156.0398995290816,1.0610108982139557,34.363404638585145
